0,0.34486,0.36768,0.33146,-0.042668,-0.060062,0.18669,0.15392,-0.026992,-0.022193,0.21393,0.16487,0.17115,0.21982,0.18147,0.13425,0.049268,0.20847,0.21619,0.28385,0.22846,0.27637,0.24482,0.34217,0.28145,0.22709,0.26071,0.30997,0.30649,0.2544,0.24968,0.25328,0.16813,0.31286,0.25111,0.2642,0.25339,0.27538,0.21745,0.30228,0.31751,0.22135,0.046812,0.011601,0.23647,0.32228,0.3041,0.30936,0.28198,0.36274,0.30438,0.33094,0.36589,0.20568,0.34401,0.29467,0.34947,0.25063,0.28026,0.17621,0.2557,0.28563,0.28114,0.1256,0.16403,0.2289,0.20679,0.15502,0.17473,0.11114,0.27117,0.32569,0.27626,0.097359,-0.062947,0.096156,0.097748,0.63574,0.15559,0.31394,0.3342,0.20633,0.23753,0.25871,0.2261,0.25474,0.23306,0.20435,0.24685,0.32209,0.30746,0.36407,0.25578,0.27979,0.24535,0.25812,0.33122,0.33843,0.29319,0.28852,0.29447,0.10935,0.22975,0.19527,0.33309,0.27922,0.26143,0.14671,0.22015,0.28188,0.27966,0.3138,0.18516,0.34218,0.29181,0.26431,0.2797,0.28804,0.27906,0.31353,0.23542,0.25202,0.30885,0.25451,0.28094,0.24256,0.24565,0.20995,0.33848,0.25002,0.25129,0.25239,0.29682,0.23666,0.21414,0.15907,0.18401,0.16793,0.30186,0.26078,0.24222,0.26622,0.27507,0.14355,0.27365,0.24629,0.22498,0.12122,0.019319,0.20964,0.34048,0.28293,0.31934,0.32184,0.31236,0.29426,0.3352,0.34369,0.14562,0.30614,0.29072,0.36507,0.28902,0.34609,0.20117,0.27729,0.32903,0.275,0.151,0.21094,0.15566,0.16954,0.1691,0.17327,0.15646,0.27466,0.28637,0.30977,0.10287,0.081217,0.11586,-0.017848,0.048058,0.11638,0.3443,0.35867,0.22886,0.26176,0.29443,0.27997,0.26795,0.3226,0.23022,0.23717,0.26645,0.28652,0.31118,0.27037,0.32487,0.26138,0.28539,0.32801,0.35925,0.31273,0.32638,0.27961,0.11937,0.18562,0.23834,0.35673,0.30461,0.23895,0.098829,0.21818,0.23304,0.26066,0.28445,0.1467,0.31822,0.29297,0.30669,0.30639,0.3108,0.26092,0.31296,0.25364,0.24456,0.29225,0.26831
0.34486,0,0.25866,0.26908,-0.048353,-0.007357,0.23156,0.19095,0.018854,-0.020485,0.19113,0.13865,0.23632,0.19818,0.15935,0.16184,0.10543,0.16301,0.16148,0.20766,0.19075,0.22752,0.22341,0.22844,0.20172,0.22437,0.1999,0.27977,0.19346,0.25158,0.20897,0.21173,0.17753,0.31615,0.25777,0.2567,0.25435,0.20003,0.22408,0.1959,0.25106,0.23182,0.019166,0.0096416,0.21758,0.24876,0.22845,0.27716,0.23833,0.23957,0.28436,0.31186,0.28346,0.19296,0.27312,0.23973,0.3012,0.14064,0.26797,0.17153,0.20726,0.21826,0.25061,0.16458,0.15811,0.234,0.15249,0.18355,0.14903,0.10191,0.18416,0.23512,0.25741,0.0085563,-0.025067,0.078279,0.059649,-0.009906,0.13097,0.27409,0.30095,0.22409,0.24409,0.22043,0.26252,0.21774,0.20336,0.1805,0.25437,0.25903,0.27795,0.27348,0.18471,0.21634,0.20758,0.1959,0.27509,0.29434,0.30007,0.26328,0.24962,0.07349,0.18956,0.16341,0.2361,0.18956,0.21138,0.11958,0.16092,0.15241,0.24971,0.25813,0.1487,0.28033,0.23599,0.25566,0.23965,0.25369,0.24448,0.25779,0.24826,0.19477,0.24346,0.23234,0.22257,0.20106,0.17939,0.20292,0.25513,0.17927,0.18904,0.18795,0.2471,0.16185,0.17671,0.1049,0.1695,0.16386,0.30654,0.21926,0.22617,0.20014,0.17417,0.13728,0.17617,0.23103,0.20412,0.099799,-0.055233,0.125,0.25241,0.25797,0.28873,0.27767,0.19956,0.28807,0.29011,0.29029,0.20744,0.23476,0.23945,0.26634,0.19356,0.26054,0.14487,0.19439,0.32343,0.23135,0.14239,0.17505,0.17704,0.12761,0.23131,0.10917,0.19966,0.22656,0.25132,0.31114,0.072063,0.058502,0.069749,0.077695,0.29271,0.088449,0.27756,0.26911,0.26766,0.2602,0.28288,0.26142,0.24224,0.25116,0.14724,0.1916,0.17945,0.22037,0.24865,0.19606,0.24039,0.20717,0.22225,0.27116,0.24841,0.2839,0.26708,0.24157,0.074048,0.11436,0.15217,0.22967,0.17607,0.20945,0.070762,0.13224,0.17647,0.18138,0.19576,0.076195,0.27761,0.24592,0.27314,0.28633,0.25114,0.2458,0.28038,0.23474,0.24343,0.2325,0.20676
0.36768,0.25866,0,0.49839,0.029101,0.03761,0.29714,0.32723,0.027307,0.054608,0.30452,0.34028,0.3075,0.355,0.4142,0.34264,0.24847,0.3118,0.32139,0.44065,0.38425,0.36223,0.42093,0.46667,0.3862,0.38434,0.41858,0.37488,0.40666,0.35231,0.38805,0.37916,0.32804,0.43418,0.39591,0.36544,0.40105,0.4332,0.39743,0.41354,0.42312,0.34427,0.20096,0.17108,0.33954,0.4453,0.44339,0.43724,0.39683,0.45398,0.41466,0.46294,0.42529,0.30753,0.45641,0.45344,0.46249,0.33704,0.42829,0.33008,0.36281,0.4497,0.40482,0.29338,0.36678,0.40054,0.38048,0.35214,0.40614,0.23514,0.38288,0.45583,0.46066,0.27906,0.20498,0.33895,0.48457,0.058436,0.388,0.46198,0.47757,0.41992,0.42874,0.44525,0.43824,0.43358,0.42641,0.36237,0.42887,0.41078,0.42306,0.49889,0.38747,0.4427,0.4082,0.37304,0.44655,0.48969,0.43057,0.44804,0.45428,0.28195,0.3964,0.38485,0.46565,0.45797,0.38576,0.22838,0.35551,0.43367,0.4588,0.4438,0.30854,0.44954,0.45758,0.42714,0.46545,0.45853,0.47015,0.47603,0.38056,0.43072,0.48172,0.45719,0.42734,0.351,0.30416,0.41161,0.48573,0.35948,0.35808,0.42326,0.37993,0.39934,0.38073,0.34865,0.39811,0.34044,0.40555,0.40675,0.39938,0.40397,0.41066,0.38318,0.38487,0.37856,0.3507,0.28542,0.085052,0.3643,0.43478,0.4361,0.46285,0.43368,0.471,0.45441,0.4655,0.42138,0.30274,0.46813,0.48401,0.46662,0.43611,0.44176,0.36346,0.38522,0.47872,0.42267,0.23638,0.38207,0.35609,0.36842,0.40114,0.34818,0.33301,0.38505,0.45528,0.43919,0.23896,0.28685,0.34989,0.195,0.07527,0.29005,0.44767,0.47104,0.45287,0.43911,0.48715,0.47892,0.45316,0.46442,0.36227,0.43255,0.3916,0.40028,0.50491,0.40658,0.46798,0.4038,0.39745,0.47622,0.48111,0.47477,0.47581,0.48108,0.26928,0.34336,0.43795,0.46621,0.42254,0.37833,0.19751,0.36135,0.38608,0.40954,0.43642,0.28801,0.44178,0.45912,0.43903,0.47046,0.45873,0.44369,0.46655,0.37044,0.43949,0.47281,0.43774
0.33146,0.26908,0.49839,0,0.062152,0.050861,0.28119,0.32324,0.028642,0.060506,0.35465,0.36766,0.34026,0.32822,0.40589,0.30347,0.27346,0.35199,0.33023,0.43675,0.37501,0.34424,0.43573,0.45422,0.39059,0.37177,0.45788,0.38856,0.42374,0.3817,0.38182,0.39491,0.35403,0.46939,0.38892,0.3917,0.42519,0.46178,0.41913,0.39926,0.35189,0.30862,0.14606,0.15041,0.39208,0.44542,0.47362,0.43869,0.38943,0.44889,0.44845,0.47745,0.43094,0.31643,0.49082,0.48438,0.45738,0.35965,0.41472,0.28506,0.33042,0.46063,0.37487,0.30425,0.40328,0.37409,0.35699,0.38104,0.37496,0.1933,0.4253,0.48048,0.48354,0.27717,0.18876,0.3363,0.23146,0.10183,0.32149,0.45537,0.50707,0.48499,0.48018,0.49271,0.45494,0.4844,0.44857,0.38211,0.47478,0.47675,0.41085,0.52361,0.43933,0.5048,0.43965,0.38531,0.44863,0.50203,0.4521,0.44087,0.4986,0.24716,0.39554,0.38197,0.46686,0.42118,0.38309,0.26563,0.37294,0.41414,0.45651,0.49616,0.29212,0.46684,0.48372,0.45276,0.47957,0.4969,0.4866,0.47416,0.34695,0.44111,0.49663,0.4795,0.459,0.34817,0.31926,0.44782,0.48121,0.36362,0.34694,0.45617,0.39912,0.46737,0.38239,0.33666,0.40024,0.32894,0.47521,0.45897,0.39888,0.42431,0.43373,0.36897,0.36669,0.3208,0.34515,0.26006,0.12467,0.37688,0.45158,0.46436,0.46288,0.42646,0.46585,0.50119,0.48642,0.41537,0.30578,0.48359,0.50827,0.46712,0.42211,0.44203,0.34198,0.36556,0.49955,0.47306,0.30088,0.38551,0.35957,0.38313,0.4144,0.35802,0.41023,0.42343,0.48247,0.4726,0.27616,0.26822,0.33926,0.41818,0.1732,0.384,0.46734,0.51844,0.49068,0.48774,0.47682,0.47963,0.47635,0.48377,0.37067,0.46681,0.42324,0.46161,0.53231,0.45371,0.51156,0.47716,0.41824,0.4595,0.46089,0.46396,0.46676,0.49921,0.23918,0.37547,0.44189,0.48886,0.45668,0.3812,0.22122,0.4094,0.41494,0.43255,0.46691,0.30897,0.46181,0.47565,0.45895,0.49567,0.49781,0.45003,0.46947,0.34781,0.44899,0.5014,0.46741
-0.042668,-0.048353,0.029101,0.062152,0,0.0041229,0.086534,0.087193,-0.02462,-0.0099012,0.12255,0.070181,0.10651,0.094095,0.063959,-0.0059679,0.054159,0.066911,0.044966,0.04623,0.052198,0.027731,0.0092037,0.065613,0.081199,0.060925,0.070509,0.048892,0.087148,0.092937,0.058149,0.018059,0.062316,0.065835,0.014512,0.0041906,0.015925,0.076165,0.049714,0.048207,-0.016765,0.066413,-0.08168,0.03576,0.018471,0.048042,0.031248,0.073499,0.022426,0.058216,0.0083555,0.08801,0.091833,-0.013247,0.088984,0.10058,0.06749,-0.062889,0.10814,0.040288,0.032226,0.044099,0.059036,-0.051439,0.051726,-0.079543,-0.058023,-1.9018e-05,0.065443,-0.03814,-0.054689,0.078647,0.02615,-0.081608,-0.046876,0.0014482,-0.10073,-0.052862,-0.047526,0.057949,0.04519,0.041478,0.068271,-0.017222,0.039411,0.042322,0.0506,0.063579,0.012422,0.044585,0.067192,0.077684,0.086288,0.069797,0.14956,0.076704,0.075794,0.064092,0.046579,0.098827,0.07703,0.0061449,0.011379,0.008556,0.015925,0.088753,0.062767,-0.0077025,0.18287,0.065492,0.040558,0.10522,0.059538,0.038702,0.10102,0.081401,0.089925,0.14909,0.066478,0.073143,0.050993,0.015757,0.10807,0.054163,0.10765,0.015353,0.013808,0.051492,0.057654,0.093462,0.074236,0.067275,0.021562,0.046522,0.079154,0.01874,0.053643,0.056389,0.02796,0.020671,0.057354,0.053591,0.058194,0.03375,0.050179,0.098101,0.030032,-0.040192,-0.0068661,0.041268,0.049983,0.024874,0.071487,0.07335,0.05935,0.02412,0.085956,0.049319,-0.041953,0.097994,0.035744,0.062556,-0.006536,0.10997,0.037044,-0.0091054,0.060548,0.044729,-0.016302,-0.042133,-0.087734,-0.0090428,0.0055369,0.039368,-0.00053205,-0.085891,0.058875,0.0018579,-0.051685,-0.040443,-0.0045653,-0.079291,-0.090227,0.017971,0.079367,0.061943,-0.0033224,0.048854,-0.019447,0.031392,0.0051353,0.10492,0.072531,0.0060963,0.074348,0.059685,0.057896,0.13022,0.06409,0.10727,0.040603,0.071967,0.042939,0.052153,0.12904,0.082131,0.0093225,0.049467,0.047471,0.018981,0.061729,0.037788,-0.054981,0.071797,0.047588,0.055494,0.11535,0.0059404,0.07018,0.08608,0.065897,0.13325,0.10888,0.076808,0.085876,0.066953,0.037181,0.11122,0.01239
-0.060062,-0.007357,0.03761,0.050861,0.0041229,0,0.085842,0.057554,-0.039322,-0.048251,0.11341,0.12824,0.094699,0.10409,0.10429,0.029886,0.069305,0.073427,0.089286,0.024494,0.025304,0.021714,0.040636,0.063305,0.057808,0.095286,0.031831,0.036773,0.075228,0.023087,0.07184,0.0969,0.052587,0.013387,0.015307,0.029268,0.0072627,0.054664,0.042096,0.059902,0.035302,0.042057,-0.035767,-0.0095611,0.020294,0.016232,0.042928,0.044155,-0.017445,0.04248,0.07338,0.06734,0.063326,-0.024816,0.060831,0.066458,0.026751,0.0014639,0.045767,-0.002491,0.048782,0.033362,0.078412,-0.022407,0.045946,-0.025972,0.0079298,0.082593,0.042212,-0.038405,0.047282,-0.0082858,0.02112,-0.050715,-0.13544,-0.062198,-0.087978,-0.058932,0.0059358,0.0032506,-0.014669,0.085836,0.10786,0.043232,0.013698,0.077894,0.080895,0.045011,0.060989,0.021139,0.066351,0.042167,0.070939,0.11598,0.10921,0.080073,0.012274,0.043505,-0.0030937,0.033349,0.1128,-0.0078567,0.040941,0.073189,0.076705,0.014174,0.092093,0.0058186,0.070993,0.078388,0.10182,0.076142,0.026511,0.019833,0.059987,0.047682,0.025587,0.038003,0.044304,0.033551,0.027247,0.012526,0.043806,0.051545,0.063578,0.0067638,0.03115,0.034421,0.046199,0.035963,0.07438,0.022024,0.046233,0.094585,0.026909,0.053407,0.041833,0.078095,-0.0061319,0.035724,-0.010131,-0.01684,0.038982,0.055715,0.026116,0.011701,0.065586,-0.035678,0.078388,0.024445,0.015002,0.078474,0.012265,0.015129,0.0010775,0.039869,0.097378,-0.0066083,-0.0038757,0.034701,0.034718,0.025719,-0.046426,0.021914,-0.0023115,0.031932,0.060989,0.057731,-0.037544,0.016361,0.010631,-0.022357,0.054442,0.035035,-0.024817,-0.0027865,-0.0016755,0.0046004,-0.014979,-0.072375,0.019532,-0.098517,-0.043061,-0.0031824,0.046316,-0.00805,0.055955,0.075629,0.092518,0.030809,0.08205,0.12614,0.044048,0.082494,0.068582,0.080156,0.080471,0.0811,0.10461,0.084216,0.10732,0.02602,0.021472,0.039156,0.041585,0.063729,-0.0033276,-0.039924,0.058256,-0.032083,0.037555,0.057768,-0.018521,0.074767,0.0331,0.043702,0.12567,0.049383,0.011212,0.084064,0.020262,0.029309,0.045588,0.0094453,0.036379,0.015636,-0.0057317,0.049434,0.079475
0.18669,0.23156,0.29714,0.28119,0.086534,0.085842,0,0.52691,0.050968,0.075295,0.43813,0.4199,0.44179,0.40988,0.35918,0.27051,0.27304,0.349,0.39055,0.40603,0.35806,0.31414,0.33873,0.37172,0.4046,0.33688,0.38022,0.41773,0.35036,0.36226,0.3444,0.40039,0.33046,0.40732,0.34873,0.35787,0.36893,0.42231,0.31201,0.23827,0.39457,0.39636,0.17986,0.15215,0.39906,0.41501,0.38553,0.39883,0.34109,0.3959,0.40581,0.40041,0.36582,0.17943,0.39637,0.43309,0.39846,0.26564,0.35256,0.33602,0.28478,0.36499,0.39591,0.09316,0.34588,0.27691,0.35266,0.34952,0.40247,0.21149,0.25456,0.34812,0.36235,0.20011,0.11065,0.10346,0.063866,0.036132,0.2331,0.39163,0.39233,0.34333,0.34599,0.34595,0.36046,0.3371,0.36179,0.35175,0.3527,0.37992,0.40871,0.40892,0.3665,0.36455,0.36882,0.34162,0.43168,0.44286,0.40036,0.37295,0.41932,0.25944,0.32257,0.35925,0.36296,0.33658,0.3713,0.22671,0.39285,0.36093,0.36985,0.38753,0.2457,0.35945,0.40755,0.39649,0.34764,0.3946,0.34479,0.37777,0.36529,0.36217,0.37696,0.36385,0.39696,0.32126,0.26397,0.32765,0.41445,0.33347,0.31253,0.30887,0.35682,0.33671,0.30953,0.31594,0.31372,0.2597,0.38811,0.32409,0.36192,0.30648,0.34367,0.28302,0.20569,0.34824,0.31197,0.16203,0.082338,0.33831,0.38873,0.3815,0.39928,0.35873,0.40357,0.3866,0.38204,0.3683,0.095951,0.40771,0.41376,0.42095,0.28725,0.36164,0.32824,0.2606,0.3862,0.37799,0.19914,0.30613,0.24178,0.25529,0.36361,0.30903,0.26605,0.29599,0.33959,0.36087,0.10871,0.13074,0.17966,0.07435,0.0026796,0.16839,0.4018,0.40631,0.30759,0.35674,0.35785,0.31083,0.358,0.37966,0.32747,0.34997,0.30335,0.36194,0.40489,0.31342,0.35477,0.35635,0.30768,0.41313,0.42914,0.40003,0.37332,0.42355,0.1465,0.30218,0.31745,0.35237,0.33811,0.31583,0.16399,0.38172,0.34561,0.34534,0.39978,0.27958,0.393,0.39344,0.40948,0.36659,0.3922,0.33723,0.39625,0.36663,0.36442,0.36847,0.35666
0.15392,0.19095,0.32723,0.32324,0.087193,0.057554,0.52691,0,0.062537,0.10234,0.42802,0.43131,0.45409,0.43108,0.36425,0.32038,0.2881,0.35235,0.3878,0.38312,0.35239,0.29242,0.32823,0.39998,0.38357,0.33177,0.3765,0.39473,0.38138,0.35474,0.35242,0.39376,0.35002,0.40095,0.34146,0.37857,0.38177,0.39065,0.3223,0.22699,0.43441,0.35303,0.09341,0.15006,0.40783,0.43114,0.40705,0.40663,0.3237,0.41045,0.38092,0.38819,0.36299,0.19385,0.4237,0.43403,0.40994,0.22814,0.36436,0.33506,0.30445,0.36,0.37832,0.11428,0.37575,0.2558,0.36192,0.36445,0.39465,0.23644,0.30595,0.3661,0.39116,0.18496,0.095587,0.16277,0.073988,0.038538,0.25295,0.41216,0.41872,0.37369,0.36426,0.37272,0.35421,0.39634,0.36681,0.34197,0.36324,0.35484,0.39977,0.39973,0.33495,0.36982,0.3843,0.31606,0.45692,0.43437,0.41801,0.38559,0.42447,0.24917,0.35409,0.34907,0.40846,0.31274,0.35405,0.2878,0.38052,0.33528,0.36645,0.39094,0.21583,0.37642,0.43383,0.38637,0.39283,0.42497,0.37969,0.42175,0.32983,0.37538,0.41789,0.39603,0.38379,0.35981,0.33367,0.37159,0.40183,0.35089,0.34468,0.35947,0.37408,0.33785,0.34397,0.34875,0.31195,0.30428,0.41973,0.35372,0.37385,0.34462,0.3849,0.35386,0.22177,0.36631,0.31574,0.13579,0.15588,0.32326,0.42124,0.408,0.43287,0.35785,0.38458,0.39993,0.41173,0.38288,0.1075,0.43781,0.40451,0.44547,0.29256,0.37481,0.34887,0.3019,0.41114,0.40479,0.15952,0.31306,0.30029,0.31787,0.36843,0.31883,0.31118,0.31711,0.36367,0.37158,0.11213,0.089502,0.2149,0.052973,0.037782,0.18719,0.4148,0.42925,0.35641,0.38463,0.37641,0.34902,0.40075,0.40842,0.32475,0.38312,0.31714,0.38604,0.39358,0.30879,0.39761,0.39139,0.3332,0.46149,0.4391,0.42133,0.38689,0.42637,0.12725,0.32738,0.28029,0.35137,0.34878,0.37357,0.19066,0.37456,0.33337,0.32602,0.41359,0.29065,0.40221,0.41965,0.40765,0.42241,0.43405,0.37008,0.40824,0.36249,0.38756,0.41759,0.39858
-0.026992,0.018854,0.027307,0.028642,-0.02462,-0.039322,0.050968,0.062537,0,0.0065836,0.12836,0.084959,0.13973,0.12615,0.079689,0.072444,0.051873,0.088466,0.08301,0.082282,0.018891,-0.043931,0.10609,0.057391,0.028396,-0.028825,0.076944,0.071067,0.085951,0.089722,0.029005,0.06181,0.040339,0.020712,0.053734,0.019653,0.049438,0.069081,0.029598,-0.030213,-0.011751,0.092859,-0.050229,-0.0086956,0.078913,0.080074,0.056458,0.060319,-0.0034241,0.11252,0.053039,0.08771,0.026187,-0.0064395,0.090745,0.11126,0.016099,0.028616,0.04685,0.055945,-0.024518,0.087866,-0.014024,-0.016972,0.05919,-0.047412,0.0092186,0.10059,0.0087659,-0.049143,0.040796,0.037345,0.064415,-0.035865,-0.058857,-0.01967,-0.061488,-0.13111,-0.016242,-0.0061681,-0.018368,0.039401,0.092508,0.092327,0.082687,0.063884,0.11078,0.056376,0.094312,0.051218,-0.011752,0.10211,0.11105,0.090065,0.067532,0.0056673,0.073727,0.1248,0.038493,0.063334,0.12649,0.021534,0.068323,0.089809,0.08715,0.079944,0.043198,0.043309,0.11586,0.024941,0.11915,0.10855,-0.0020555,0.079236,0.10741,0.073424,0.047514,0.11319,0.061127,0.044266,0.018005,0.039747,0.10175,0.10735,0.083084,0.069829,-0.041177,0.075706,0.057025,0.071241,-0.03615,0.061753,0.020701,0.074619,0.087647,0.061102,0.065437,0.040497,0.0078744,0.052793,-0.012337,0.01954,0.051815,0.031749,-0.001406,0.018372,0.0090176,-0.007963,-0.040786,0.04802,0.020072,0.051274,0.034782,0.038983,0.076736,0.076061,0.092426,0.045727,-0.056844,0.11519,0.11835,0.069838,-0.026282,0.0034137,0.0057364,-0.0030734,0.042254,0.012219,-0.050068,0.069414,-0.047894,-0.03031,0.095355,0.026695,-0.017121,0.022243,0.022982,0.052736,-0.068958,-0.073809,-0.081416,-0.058311,-0.078681,0.0054571,-0.048164,0.0024984,0.098209,0.074822,0.075285,0.085627,0.076176,0.043723,0.077741,0.11269,0.054066,0.012131,0.11063,0.075711,0.085617,0.076354,0.037137,0.076948,0.08295,0.051512,0.059918,0.111,-0.021456,0.082692,0.042946,0.070182,0.074751,0.049706,-0.021847,0.12939,0.057579,0.13143,0.16749,0.023106,0.048619,0.11571,0.067604,0.069771,0.077432,0.033441,0.0011774,0.02632,0.033103,0.0891,0.066791
-0.022193,-0.020485,0.054608,0.060506,-0.0099012,-0.048251,0.075295,0.10234,0.0065836,0,0.084961,0.12849,0.16901,0.15949,0.17323,0.09479,0.17289,0.10284,0.12018,0.091613,0.08825,0.045643,0.060924,0.10198,0.082372,0.09201,0.09252,0.061157,0.086837,0.044368,0.072115,0.028108,0.045381,-0.010521,-0.021923,0.019295,0.028117,0.055181,0.01878,0.065596,0.081537,0.032206,-0.013052,-0.031175,0.053075,0.097837,0.078849,0.081237,0.11253,0.12716,0.02469,0.063201,0.096206,0.0081217,0.091671,0.095177,0.011089,0.011259,0.004005,0.064945,0.065036,0.054022,0.080389,-0.0088809,0.022913,-0.032578,0.057662,0.050124,0.040423,-0.014831,0.078521,0.01577,0.036344,-0.032678,0.040437,0.031379,-0.026243,0.0069962,0.026709,0.018858,0.067429,0.062745,0.014457,0.040583,0.070324,0.0338,0.072997,0.057731,0.014409,0.072437,0.081413,0.065405,0.10807,0.14727,0.11572,0.091362,0.090979,0.10624,0.063721,0.10552,0.14066,-0.031058,0.038378,0.080607,0.089075,0.06689,0.10859,0.045096,0.10151,0.12144,0.11459,0.15326,0.064311,0.0037586,0.051928,0.031624,0.022308,0.098517,0.011922,0.068001,0.013431,0.0088969,0.055739,0.047498,0.10512,0.11527,0.052274,0.047824,0.12158,0.053369,0.12011,0.13405,0.039154,0.074356,0.025183,0.067295,0.11521,0.093506,0.031722,0.031299,0.071989,0.072374,0.053464,0.067982,0.091195,0.09215,0.072756,0.02858,-0.024898,0.080136,0.093756,0.057691,0.078637,0.068927,0.082491,0.040929,0.078202,0.058042,-0.0032971,0.061333,0.084199,0.070033,0.011838,0.064899,0.060776,0.037924,0.068392,0.0255,-0.041078,0.050531,-0.073337,0.10446,0.079655,0.033974,0.0054822,0.030488,0.016279,0.0092818,0.04138,-0.0068111,-0.012815,-0.027954,-0.021518,0.067078,0.06097,0.073747,0.036816,0.02077,0.053593,0.11529,0.05995,0.089766,0.029004,0.040068,0.079702,0.09374,0.066794,0.075816,0.10233,0.13651,0.12775,0.079723,0.093755,0.030013,0.1113,0.13753,-0.0034049,0.043268,0.016123,0.14362,0.13579,0.11928,0.060589,0.1433,0.077214,0.13377,0.18005,0.071376,0.01791,0.064434,0.0037802,0.055444,0.089633,0.011514,0.077509,0.052914,0.0024508,0.074236,0.044882
